quote,author,category
Positive thoughts lead to positive results.,"Maria V. Snyder, Touch of Power","positive, thoughts"
"Such is the influence which the condition of our own thoughts, exercises, even over the appearance of external objects. Men who look on nature, and their fellow-men, and cry that all is dark and gloomy, are in the right; but the sombre colours are reflections from their own jaundiced eyes and hearts. The real hues are delicate, and need a clearer vision.","Charles Dickens, Oliver Twist","actions, darkness, human-nature, optimism, perception, perspective, pessimism, subconscious, thoughts"
"He wasn't what I'd thought he was; maybe he never had been. I wasn't what I'd thought I was, either.","Sarah Dessen, Someone Like You",thoughts
"She’s never where she is,' I said. 'She’s only inside her head.",Janet Fitch,"head, introspective, thoughts"
"To understand the truth of everything,it took guts more than simply thinking.","Toba Beta, Master of Stupidity","guts, thoughts"
"Can I love someone...and still think/fly? Love is flying, sown, floating. Thought is solitary flight, beating wings.","Susan Sontag, As Consciousness is Harnessed to Flesh: Journals and Notebooks, 1964-1980","inspirational, life, love, thoughts"
"Remember that your dominating thoughts attract, through a definite law of nature, by the shortest and most convenient route, their physical counterpart. Be careful what your thoughts dwell upon.","Napoleon Hill, Outwitting the Devil: The Secret to Freedom and Success","laws-of-nature, mind-power, thoughts"
Politeness is the art of choosing among your thoughts.,Germaine de Staël,"courtesy, thoughts"
"The scholar only knows how dear these silent, yet eloquent, companions of pure thoughts and innocent hours become in the season of adversity. When all that is worldly turns to dross around us, these only retain their steady value.",Washington Irving,"silence, solitude, thoughts"
"Think of negative speech as verbal pollution. And that's what I've been doing: visualizing insults and gossip as a dark cloud, maybe one with some sulfur dioxide. Once you've belched it out, you can't take it back. As grandma said, if you don't have anything nice to say, don't say anything at all. The interesting this is, the less often I vocalize my negative thoughts, the fewer negative thoughts I cook up in the first place.",A.J. Jacobs,"speech, thoughts"
"Trippers and askers surround me,People I meet, the effect upon me of my early life or the ward andcity I live in, or the nation,The latest dates, discoveries, inventions, societies, authors oldand new,My dinner, dress, associates, looks, compliments, dues,The real or fancied indifference of some man or woman I love,The sickness of one of my folks or of myself, or ill-doing or lossor lack of money, or depressions or exaltations,Battles, the horrors of fratricidal war, the fever of doubtful news,the fitful events;These come to me days and nights and go from me again,But they are not the Me myself.Apart from the pulling and hauling stands what I am,Stands amused, complacent, compassionating, idle, unitary,Looks down, is erect, or bends an arm on an impalpable certain rest,Looking with side-curved head curious what will come next,Both in and out of the game and watching and wondering at it.Backward I see in my own days where I sweated through fog withlinguists and contenders,I have no mockings or arguments, I witness and wait. ","Walt Whitman, Song of Myself","inspirational, life, love, thoughts"
"It was a pity thoughts always ran the easiest way, like water in old ditches.","Walter de la Mare, The Return","predictability, thoughts"
"These are the stories that we tell ourselves and only ourselves, and they are better left unshared.","Jim Crace, Harvest","ashamed, secrets, thoughts"
Insomnia is his mind's revenge for all the tricky thoughts he has carefully avoided during the daylight hours.,"Alain de Botton, The Course of Love",thoughts
"Do not wake me from this slumber, but be assured that just as I have wept much, I have also wandered many roads with my thoughts.","Mark Z. Danielewski, House of Leaves","slumber, thoughts, wept"
"...think of the solution, not the problem. If your mind was filled only with thoughts of why you were going to lose, then you couldn't think of how to win.","Terry Goodkind, Blood of the Fold","kahlan, richard, thoughts, win"
"First comes thought; then organization of that thought, into ideas and plans; then transformation of those plans into reality. The beginning, as you will observe, is in your imagination.",Napoleon Hill,"ideas, plans, thoughts"
"Are we our bodies? Is a small person less than a big person, then? If we were our bodies, then when we lost an arm, or a leg, would we be less, would we begin to fade from existence? No. We are the same person.We are not our bodies; we are our thoughts. As they form, they define who we are, and create the reality of our existence.","Terry Goodkind, Blood of the Fold","bodies, dream-walker, existence, jagang, life, thoughts"
